order,name,code,parent,ontologyTermURI,definition
30,A04.2 Other bacterial intestinal infections - Enteroinvasive Escherichia coli infection,A04.2,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A04.2,
31,A04.3 Other bacterial intestinal infections - Enterohaemorrhagic Escherichia coli infection,A04.3,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A04.3,
32,A04.4 Other intestinal Escherichia coli infections,A04.4,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A04.4,
33,A04.5 Other bacterial intestinal infections - Campylobacter enteritis,A04.5,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A04.5,
34,A04.6 Other bacterial intestinal infections - Enteritis due to Yersinia enterocolitica,A04.6,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A04.6,
35,A04.7 Other bacterial intestinal infections - Enterocolitis due to Clostridium difficile,A04.7,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A04.7,
36,A04.8 Other specified bacterial intestinal infections,A04.8,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A04.8,ORPHAcode: 90078 Invasive infections due to vancomycin-resistant enterococci
37,"A04.9 Bacterial intestinal infection, unspecified",A04.9,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A04.9,
116,"A19.9 Miliary tuberculosis, unspecified",A19.9,A15-A19 Tuberculosis,http://identifiers.org/icd/A19.9,
38,"A05 Other bacterial foodborne intoxications, not elsewhere classified",A05,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A05,
39,A05.0 Foodborne staphylococcal intoxication,A05.0,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A05.0,
40,"A05.1 Other bacterial foodborne intoxications, not elsewhere classified - Botulism",A05.1,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A05.1,ORPHAcode: 1267 Botulism
41,A05.2 Foodborne Clostridium perfringens [Clostridium welchii] intoxication,A05.2,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A05.2,
42,A05.3 Foodborne Vibrio parahaemolyticus intoxication,A05.3,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A05.3,
43,A05.4 Foodborne Bacillus cereus intoxication,A05.4,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A05.4,
44,A05.8 Other specified bacterial foodborne intoxications,A05.8,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A05.8,
45,"A05.9 Bacterial foodborne intoxication, unspecified",A05.9,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A05.9,
46,A06 Amoebiasis,A06,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A06,
47,A06.0 Amoebiasis - Acute amoebic dysentery,A06.0,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A06.0,ORPHAcode: 67 Amoebiasis due to Entamoeba histolytica
48,A06.1 Chronic intestinal amoebiasis,A06.1,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A06.1,
49,A06.2 Amoebiasis - Amoebic nondysenteric colitis,A06.2,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A06.2,
50,A06.3 Amoebiasis - Amoeboma of intestine,A06.3,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A06.3,
51,A06.4 Amoebiasis - Amoebic liver abscess,A06.4,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A06.4,
52,A06.5 Amoebiasis - Amoebic lung abscess,A06.5,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A06.5,
53,A06.6 Amoebiasis - Amoebic brain abscess,A06.6,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A06.6,
54,A06.7 Cutaneous amoebiasis,A06.7,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A06.7,
55,A06.8 Amoebiasis - Amoebic infection of other sites,A06.8,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A06.8,
56,"A06.9 Amoebiasis, unspecified",A06.9,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A06.9,
57,A07 Other protozoal intestinal diseases,A07,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A07,
58,A07.0 Other protozoal intestinal diseases - Balantidiasis,A07.0,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A07.0,ORPHAcode: 1223 Balantidiasis
59,A07.1 Other protozoal intestinal diseases - Giardiasis [lambliasis],A07.1,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A07.1,
60,A07.2 Other protozoal intestinal diseases - Cryptosporidiosis,A07.2,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A07.2,ORPHAcode: 1549 Cryptosporidiosis
61,A07.3 Other protozoal intestinal diseases - Isosporiasis,A07.3,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A07.3,ORPHAcode: 210 Cyclosporosis
62,A07.8 Other specified protozoal intestinal diseases,A07.8,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A07.8,ORPHAcode: 54368 Sarcocystosis
63,"A07.9 Protozoal intestinal disease, unspecified",A07.9,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A07.9,
11600,Late-onset retinal degeneration,67042,ORPHAcodes,,
64,A08 Viral and other specified intestinal infections,A08,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A08,
65,A08.0 Rotaviral enteritis,A08.0,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A08.0,
66,A08.1 Viral and other specified intestinal infections - Acute gastroenteropathy due to Norwalk agent,A08.1,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A08.1,
67,A08.2 Adenoviral enteritis,A08.2,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A08.2,
68,A08.3 Other viral enteritis,A08.3,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A08.3,
69,"A08.4 Viral intestinal infection, unspecified",A08.4,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A08.4,
70,A08.5 Other specified intestinal infections,A08.5,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A08.5,
71,A09 Other gastroenteritis and colitis of infectious and unspecified origin,A09,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A09,
72,A09.0 Other and unspecified gastroenteritis and colitis of infectious origin,A09.0,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A09.0,
73,A09.9 Gastroenteritis and colitis of unspecified origin,A09.9,A00-A09 Intestinal infectious diseases,http://identifiers.org/icd/A09.9,
74,A15-A19 Tuberculosis,,I Certain infectious and parasitic diseases,,
75,"A15 Respiratory tuberculosis, bacteriologically and histologically confirmed",A15,A15-A19 Tuberculosis,http://identifiers.org/icd/A15,
76,"A15.0 Tuberculosis of lung, confirmed by sputum microscopy with or without culture",A15.0,A15-A19 Tuberculosis,http://identifiers.org/icd/A15.0,
77,"A15.1 Tuberculosis of lung, confirmed by culture only",A15.1,A15-A19 Tuberculosis,http://identifiers.org/icd/A15.1,
78,"A15.2 Tuberculosis of lung, confirmed histologically",A15.2,A15-A19 Tuberculosis,http://identifiers.org/icd/A15.2,
79,"A15.3 Tuberculosis of lung, confirmed by unspecified means",A15.3,A15-A19 Tuberculosis,http://identifiers.org/icd/A15.3,
80,"A15.4 Tuberculosis of intrathoracic lymph nodes, confirmed bacteriologically and histologically",A15.4,A15-A19 Tuberculosis,http://identifiers.org/icd/A15.4,
81,"A15.5 Tuberculosis of larynx, trachea and bronchus, confirmed bacteriologically and histologically",A15.5,A15-A19 Tuberculosis,http://identifiers.org/icd/A15.5,
82,"A15.6 Tuberculous pleurisy, confirmed bacteriologically and histologically",A15.6,A15-A19 Tuberculosis,http://identifiers.org/icd/A15.6,
101,A18 Tuberculosis of other organs,A18,A15-A19 Tuberculosis,http://identifiers.org/icd/A18,
83,"A15.7 Primary respiratory tuberculosis, confirmed bacteriologically and histologically",A15.7,A15-A19 Tuberculosis,http://identifiers.org/icd/A15.7,
84,"A15.8 Other respiratory tuberculosis, confirmed bacteriologically and histologically",A15.8,A15-A19 Tuberculosis,http://identifiers.org/icd/A15.8,
85,"A15.9 Respiratory tuberculosis unspecified, confirmed bacteriologically and histologically",A15.9,A15-A19 Tuberculosis,http://identifiers.org/icd/A15.9,
86,"A16 Respiratory tuberculosis, not confirmed bacteriologically or histologically",A16,A15-A19 Tuberculosis,http://identifiers.org/icd/A16,
87,"A16.0 Tuberculosis of lung, bacteriologically and histologically negative",A16.0,A15-A19 Tuberculosis,http://identifiers.org/icd/A16.0,
88,"A16.1 Tuberculosis of lung, bacteriological and histological examination not done",A16.1,A15-A19 Tuberculosis,http://identifiers.org/icd/A16.1,
89,"A16.2 Tuberculosis of lung, without mention of bacteriological or histological confirmation",A16.2,A15-A19 Tuberculosis,http://identifiers.org/icd/A16.2,
90,"A16.3 Tuberculosis of intrathoracic lymph nodes, without mention of bacteriological or histological confirmation",A16.3,A15-A19 Tuberculosis,http://identifiers.org/icd/A16.3,
91,"A16.4 Tuberculosis of larynx, trachea and bronchus, without mention of bacteriological or histological confirmation",A16.4,A15-A19 Tuberculosis,http://identifiers.org/icd/A16.4,
92,"A16.5 Tuberculous pleurisy, without mention of bacteriological or histological confirmation",A16.5,A15-A19 Tuberculosis,http://identifiers.org/icd/A16.5,
93,A16.7 Primary respiratory tuberculosis without mention of bacteriological or histological confirmation,A16.7,A15-A19 Tuberculosis,http://identifiers.org/icd/A16.7,
94,"A16.8 Other respiratory tuberculosis, without mention of bacteriological or histological confirmation",A16.8,A15-A19 Tuberculosis,http://identifiers.org/icd/A16.8,
95,"A16.9 Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation",A16.9,A15-A19 Tuberculosis,http://identifiers.org/icd/A16.9,
96,A17 Tuberculosis of nervous system,A17,A15-A19 Tuberculosis,http://identifiers.org/icd/A17,ORPHAcode: 3389 Tuberculosis
97,A17.0 Tuberculosis of nervous system - Tuberculous meningitis,A17.0,A15-A19 Tuberculosis,http://identifiers.org/icd/A17.0,ORPHAcode: 499004 Tuberculous meningitis
98,A17.1 Tuberculosis of nervous system - Meningeal tuberculoma,A17.1,A15-A19 Tuberculosis,http://identifiers.org/icd/A17.1,
99,A17.8 Other tuberculosis of nervous system,A17.8,A15-A19 Tuberculosis,http://identifiers.org/icd/A17.8,
100,"A17.9 Tuberculosis of nervous system, unspecified",A17.9,A15-A19 Tuberculosis,http://identifiers.org/icd/A17.9,
102,A18.0 Tuberculosis of bones and joints,A18.0,A15-A19 Tuberculosis,http://identifiers.org/icd/A18.0,
103,A18.1 Tuberculosis of genitourinary system,A18.1,A15-A19 Tuberculosis,http://identifiers.org/icd/A18.1,
104,A18.2 Tuberculosis of other organs - Tuberculous peripheral lymphadenopathy,A18.2,A15-A19 Tuberculosis,http://identifiers.org/icd/A18.2,
105,"A18.3 Tuberculosis of intestines, peritoneum and mesenteric glands",A18.3,A15-A19 Tuberculosis,http://identifiers.org/icd/A18.3,
106,A18.4 Tuberculosis of skin and subcutaneous tissue,A18.4,A15-A19 Tuberculosis,http://identifiers.org/icd/A18.4,
107,A18.5 Tuberculosis of eye,A18.5,A15-A19 Tuberculosis,http://identifiers.org/icd/A18.5,
108,A18.6 Tuberculosis of ear,A18.6,A15-A19 Tuberculosis,http://identifiers.org/icd/A18.6,
109,A18.7 Tuberculosis of adrenal glands,A18.7,A15-A19 Tuberculosis,http://identifiers.org/icd/A18.7,
110,A18.8 Tuberculosis of other specified organs,A18.8,A15-A19 Tuberculosis,http://identifiers.org/icd/A18.8,
111,A19 Miliary tuberculosis,A19,A15-A19 Tuberculosis,http://identifiers.org/icd/A19,
112,A19.0 Acute miliary tuberculosis of a single specified site,A19.0,A15-A19 Tuberculosis,http://identifiers.org/icd/A19.0,
113,A19.1 Acute miliary tuberculosis of multiple sites,A19.1,A15-A19 Tuberculosis,http://identifiers.org/icd/A19.1,
114,"A19.2 Acute miliary tuberculosis, unspecified",A19.2,A15-A19 Tuberculosis,http://identifiers.org/icd/A19.2,
115,A19.8 Other miliary tuberculosis,A19.8,A15-A19 Tuberculosis,http://identifiers.org/icd/A19.8,
537,B18 Chronic viral hepatitis,B18,B15-B19 Viral hepatitis,http://identifiers.org/icd/B18,
117,A20-A28 Certain zoonotic bacterial diseases,,I Certain infectious and parasitic diseases,,
118,A20 Plague,A20,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A20,
119,A20.0 Bubonic plague,A20.0,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A20.0,ORPHAcode: 707 Plague
120,A20.1 Cellulocutaneous plague,A20.1,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A20.1,
121,A20.2 Pneumonic plague,A20.2,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A20.2,
122,A20.3 Plague meningitis,A20.3,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A20.3,
123,A20.7 Septicaemic plague,A20.7,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A20.7,
124,A20.8 Other forms of plague,A20.8,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A20.8,
125,"A20.9 Plague, unspecified",A20.9,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A20.9,
126,A21 Tularaemia,A21,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A21,
127,A21.0 Ulceroglandular tularaemia,A21.0,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A21.0,ORPHAcode: 3392 Tularemia
128,A21.1 Oculoglandular tularaemia,A21.1,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A21.1,
129,A21.2 Pulmonary tularaemia,A21.2,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A21.2,
130,A21.3 Gastrointestinal tularaemia,A21.3,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A21.3,
131,A21.7 Generalized tularaemia,A21.7,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A21.7,
132,A21.8 Other forms of tularaemia,A21.8,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A21.8,
133,"A21.9 Tularaemia, unspecified",A21.9,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A21.9,
134,A22 Anthrax,A22,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A22,
135,A22.0 Cutaneous anthrax,A22.0,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A22.0,
136,A22.1 Pulmonary anthrax,A22.1,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A22.1,ORPHAcode: 247257 Inhalational anthrax
137,A22.2 Gastrointestinal anthrax,A22.2,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A22.2,
11893,Terrien marginal degeneration,519410,ORPHAcodes,,
138,A22.7 Anthrax sepsis,A22.7,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A22.7,
139,A22.8 Other forms of anthrax,A22.8,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A22.8,
140,"A22.9 Anthrax, unspecified",A22.9,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A22.9,
141,A23 Brucellosis,A23,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A23,
142,A23.0 Brucellosis due to Brucella melitensis,A23.0,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A23.0,
143,A23.1 Brucellosis due to Brucella abortus,A23.1,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A23.1,
207,A39.0 Meningococcal meningitis,A39.0,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A39.0,
144,A23.2 Brucellosis due to Brucella suis,A23.2,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A23.2,
145,A23.3 Brucellosis due to Brucella canis,A23.3,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A23.3,ORPHAcode: 1304 Brucellosis
146,A23.8 Other brucellosis,A23.8,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A23.8,
147,"A23.9 Brucellosis, unspecified",A23.9,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A23.9,
148,A24 Glanders and melioidosis,A24,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A24,
149,A24.0 Glanders,A24.0,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A24.0,
150,A24.1 Acute and fulminating melioidosis,A24.1,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A24.1,ORPHAcode: 31202 Melioidosis
151,A24.2 Subacute and chronic melioidosis,A24.2,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A24.2,
152,A24.3 Other melioidosis,A24.3,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A24.3,
153,"A24.4 Melioidosis, unspecified",A24.4,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A24.4,
154,A25 Rat-bite fevers,A25,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A25,
155,A25.0 Rat-bite fevers - Spirillosis,A25.0,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A25.0,ORPHAcode: 31205 Rat-bite fever
156,A25.1 Rat-bite fevers - Streptobacillosis,A25.1,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A25.1,
157,"A25.9 Rat-bite fevers - Rat-bite fever, unspecified",A25.9,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A25.9,
158,A26 Erysipeloid,A26,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A26,
159,A26.0 Cutaneous erysipeloid,A26.0,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A26.0,
160,A26.7 Erysipeloid - Erysipelothrix sepsis,A26.7,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A26.7,
161,A26.8 Other forms of erysipeloid,A26.8,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A26.8,
162,"A26.9 Erysipeloid, unspecified",A26.9,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A26.9,
163,A27 Leptospirosis,A27,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A27,
164,A27.0 Leptospirosis icterohaemorrhagica,A27.0,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A27.0,
165,A27.8 Other forms of leptospirosis,A27.8,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A27.8,ORPHAcode: 509 Leptospirosis
166,"A27.9 Leptospirosis, unspecified",A27.9,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A27.9,
167,"A28 Other zoonotic bacterial diseases, not elsewhere classified",A28,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A28,
168,"A28.0 Other zoonotic bacterial diseases, not elsewhere classified - Pasteurellosis",A28.0,A20-A28 Certain zoonotic bacterial diseases,http://identifiers.org/icd/A28.0,
169,A30-A49 Other bacterial diseases,,I Certain infectious and parasitic diseases,,
170,A30 Leprosy [Hansen disease],A30,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A30,
171,A30.0 Indeterminate leprosy,A30.0,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A30.0,ORPHAcode: 548 Leprosy
172,A30.1 Tuberculoid leprosy,A30.1,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A30.1,
173,A30.2 Borderline tuberculoid leprosy,A30.2,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A30.2,
174,A30.3 Borderline leprosy,A30.3,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A30.3,
175,A30.4 Borderline lepromatous leprosy,A30.4,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A30.4,
176,A30.5 Lepromatous leprosy,A30.5,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A30.5,
177,A30.8 Other forms of leprosy,A30.8,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A30.8,
178,"A30.9 Leprosy, unspecified",A30.9,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A30.9,
179,A31 Infection due to other mycobacteria,A31,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A31,
11894,Fungal keratitis,519930,ORPHAcodes,,
180,A31.0 Pulmonary mycobacterial infection,A31.0,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A31.0,ORPHAcode: 411703 Pulmonary non-tuberculous mycobacterial infection
181,A31.1 Cutaneous mycobacterial infection,A31.1,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A31.1,
182,A31.8 Other mycobacterial infections,A31.8,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A31.8,
183,"A31.9 Mycobacterial infection, unspecified",A31.9,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A31.9,
184,A32 Listeriosis,A32,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A32,
364,A75-A79 Rickettsioses,,I Certain infectious and parasitic diseases,,
185,A32.0 Cutaneous listeriosis,A32.0,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A32.0,ORPHAcode: 533 Listeriosis
186,A32.1 Listeriosis - Listerial meningitis and meningoencephalitis,A32.1,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A32.1,
187,A32.7 Listeriosis - Listerial sepsis,A32.7,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A32.7,
188,A32.8 Other forms of listeriosis,A32.8,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A32.8,
189,"A32.9 Listeriosis, unspecified",A32.9,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A32.9,
190,A33 Tetanus neonatorum,A33,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A33,ORPHAcode: 3299 Tetanus
191,A34 Obstetrical tetanus,A34,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A34,
192,A35 Other tetanus,A35,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A35,
193,A36 Diphtheria,A36,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A36,
194,A36.0 Pharyngeal diphtheria,A36.0,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A36.0,
195,A36.1 Nasopharyngeal diphtheria,A36.1,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A36.1,ORPHAcode: 1679 Diphtheria
196,A36.2 Laryngeal diphtheria,A36.2,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A36.2,
197,A36.3 Cutaneous diphtheria,A36.3,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A36.3,
